ID;Street;AdmArea;District;SpeedLimit;TransportLimit;TimeLimit;RoadConditionsLimit;CommissioningDate;AreaCoordinates;global_id;geodata_center;geoarea
355;Малый Казённый переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.759714,37.651816; 55.760327,37.653284; 55.760475,37.653588; 55.761213,37.654901; 55.761255,37.65506; 55.76126,37.655083; 55.761729,37.657179; 55.76174,37.657271";2306336474;;
356;Малый Каретный переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.770521,37.611447; 55.770584,37.611592; 55.770953,37.612265; 55.770972,37.612293; 55.770997,37.612324; 55.771021,37.612344; 55.771046,37.612359; 55.771201,37.612364; 55.771229,37.615091; 55.771332,37.616353";2306336475;;
357;Малый Кисельный переулок;Центральный административный округ;Мещанский район;30;нет;нет;нет;;"55.764753,37.626784; 55.766359,37.626796";2306336476;;
358;Малый Кисловский переулок;Центральный административный округ;[район Арбат, Пресненский район];30;нет;нет;нет;;"55.757075,37.601866; 55.756011,37.602794; 55.755432,37.60259; 55.75539,37.602583; 55.755347,37.602576; 55.755301,37.602582; 55.755257,37.602588; 55.755154,37.602622; 55.75464,37.602851; 55.753932,37.603172";2306336477;;
359;Малый Козловский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.765498,37.648013; 55.764223,37.649286";2306336478;;
360;Малый Лёвшинский переулок;Центральный административный округ;район Хамовники;30;нет;нет;нет;;"55.742455,37.588633; 55.740844,37.591891";2306336479;;
361;Малый Николоворобинский переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.752148,37.64799; 55.752086,37.646767";2306336480;;
362;Малый Ржевский переулок;Центральный административный округ;[район Арбат, Пресненский район];30;нет;нет;нет;;"55.755068,37.592414; 55.756266,37.593537; 55.756558,37.593863; 55.756818,37.594154";2306336481;;
363;Малый Сергиевский переулок;Центральный административный округ;Мещанский район;30;нет;нет;нет;;"55.769306,37.62249; 55.768659,37.624512";2306336482;;
364;Малый Сухаревский переулок;Центральный административный округ;Мещанский район;30;нет;нет;нет;;"55.770275,37.622296; 55.770486,37.625463";2306336483;;
366;Малый Трёхсвятительский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.754334,37.647653; 55.754417,37.646434; 55.754678,37.642597";2306336485;;
367;Малый Харитоньевский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.767761,37.643253; 55.766985,37.644226; 55.766795,37.644427; 55.765028,37.646036";2306336486;;
368;Малый Черкасский переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.758249,37.62547; 55.758858,37.626749";2306336487;;
369;Мамоновский переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.765584,37.597067; 55.767141,37.600886";2306336488;;
370;Мароновский переулок;Центральный административный округ;район Якиманка;30;нет;нет;нет;;"55.731222,37.608386; 55.73215,37.609069; 55.732272,37.609148; 55.732391,37.609212; 55.736131,37.610701";2306336489;;
371;улица Машкова;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.762444,37.648745; 55.762787,37.649399; 55.762828,37.649492; 55.764351,37.653172; 55.764412,37.653336; 55.764919,37.654953";2306336490;;
372;Мерзляковский переулок;Центральный административный округ;[район Арбат, Пресненский район];30;нет;нет;нет;;"55.753028,37.599296; 55.754243,37.59914; 55.754392,37.599077; 55.754877,37.598859; 55.755529,37.598343; 55.755724,37.598151; 55.756837,37.596723; 55.75689,37.596654; 55.756937,37.596603; 55.756999,37.59655; 55.757063,37.596512; 55.757125,37.596498; 55.757265,37.596496";2306336491;;
373;Милютинский переулок;Центральный административный округ;Красносельский район;30;нет;нет;нет;;"55.76631,37.632591; 55.765562,37.632475; 55.764747,37.632257; 55.762758,37.63192; 55.761636,37.631722; 55.761134,37.631734; 55.761094,37.631742; 55.761056,37.63177; 55.761023,37.631816; 55.76096,37.631979";2306336492;;
374;Мясницкая улица;Центральный административный округ;[Басманный район, Красносельский район, Тверской район];50;нет;нет;нет;;"55.769601,37.646243; 55.769481,37.646145; 55.769398,37.646093; 55.769313,37.646018; 55.768459,37.644707; 55.767771,37.643246; 55.767139,37.641653; 55.767006,37.641362; 55.765484,37.638318; 55.765457,37.638231; 55.765435,37.638129; 55.765409,37.637921; 55.765386,37.637805; 55.765278,37.637468; 55.765239,37.637385; 55.765201,37.637341; 55.763141,37.635391; 55.762479,37.634648; 55.761112,37.632204; 55.76105,37.632109; 55.760984,37.632026; 55.760921,37.631957; 55.760905,37.631944; 55.760474,37.631527; 55.760404,37.631454; 55.760353,37.631379; 55.760289,37.631261; 55.76024,37.631152; 55.760195,37.631035; 55.76015,37.630885; 55.760116,37.63074; 55.760088,37.63057; 55.759923,37.629411; 55.759815,37.628842; 55.759752,37.628546; 55.759679,37.628289; 55.75959,37.628034; 55.759563,37.627933; 55.759562,37.627872; 55.759575,37.627801; 55.759607,37.62772";2306336493;;
375;Нижний Кисельный переулок;Центральный административный округ;Мещанский район;30;нет;нет;нет;;"55.764993,37.623607; 55.765366,37.620502";2306336494;;
376;Нижний Кисловский переулок;Центральный административный округ;[район Арбат, Пресненский район];30;нет;нет;нет;;"55.754014,37.606034; 55.754178,37.604243; 55.754184,37.604102; 55.754173,37.603954; 55.754145,37.603837; 55.753937,37.603172; 55.753574,37.602383; 55.753522,37.602327; 55.753462,37.602287; 55.752984,37.602078";2306336495;;
377;Нижняя Радищевская улица;Центральный административный округ;Таганский район;50;нет;нет;нет;;"55.743452,37.651744; 55.742146,37.652747; 55.742094,37.6528; 55.741606,37.653295";2306336496;;
378;Николоямская улица;Центральный административный округ;Таганский район;50;нет;нет;нет;;"55.747053,37.655187; 55.747561,37.650847; 55.748174,37.647812; 55.74856,37.645422";2306336498;;
379;Новокузнецкая улица;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.731057,37.635797; 55.731992,37.635081; 55.733937,37.63394; 55.734438,37.633562; 55.735008,37.633138; 55.736618,37.631542; 55.736705,37.631461; 55.73679,37.631401; 55.738276,37.630494; 55.738883,37.630194; 55.739019,37.63014; 55.739141,37.6301; 55.740797,37.629709";2306336499;;
380;Ножовый переулок;Центральный административный округ;Пресненский район;30;нет;нет;нет;;"55.756816,37.594153; 55.757401,37.594811";2306336500;;
381;Озерковская набережная;Центральный административный округ;район Замоскворечье;50;нет;нет;нет;;"55.743154,37.636288; 55.742404,37.637007; 55.741858,37.637384; 55.741769,37.637448; 55.740654,37.638103; 55.740045,37.6384; 55.738633,37.638597; 55.737843,37.638822; 55.736766,37.639346; 55.733393,37.641491";2306336501;;
382;Озерковский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.741189,37.63775; 55.740053,37.633128";2306336502;;
383;улица Остоженка;Центральный административный округ;район Хамовники;50;нет;нет;нет;;"55.73542,37.594319; 55.735988,37.594614; 55.736992,37.595051; 55.73715,37.595104; 55.737318,37.595141; 55.737524,37.595157; 55.737638,37.595194; 55.738132,37.595408; 55.738246,37.595471; 55.739921,37.596542; 55.739969,37.596585; 55.740003,37.596632; 55.741645,37.599269; 55.741701,37.59934; 55.7442,37.602034; 55.744285,37.602142; 55.74437,37.602244";2306336503;;
384;проезд без названия;Центральный административный округ;район Хамовники;50;нет;нет;нет;;"55.737451,37.595111; 55.737324,37.595012; 55.736701,37.594732; 55.73577,37.594324";2306336504;;
385;проезд без названия;Центральный административный округ;район Хамовники;50;нет;нет;нет;;"55.736315,37.594954; 55.736943,37.595435; 55.736974,37.595451; 55.737055,37.595476; 55.737123,37.595472; 55.737219,37.595409; 55.737271,37.595333; 55.737322,37.595274; 55.737369,37.595238; 55.737476,37.595177";2306336505;;
386;Панкратьевский переулок;Центральный административный округ;Красносельский район;30;нет;нет;нет;;"55.771793,37.632454; 55.77182,37.634059; 55.771814,37.634256; 55.771791,37.634444; 55.771633,37.635378; 55.771629,37.635467; 55.771648,37.635531; 55.771687,37.635566; 55.772185,37.635829";2306336506;;
387;Певческий переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.751264,37.641508; 55.751469,37.641738; 55.752276,37.642309; 55.752358,37.642396; 55.752433,37.642501; 55.75264,37.642873";2306336507;;
388;переулок Каменная Слобода;Центральный административный округ;район Арбат;30;нет;нет;нет;;"55.749491,37.583041; 55.750498,37.587415";2306336508;;
389;переулок Обуха;Центральный административный округ;[Басманный район, Таганский район];30;нет;нет;нет;;"55.752466,37.65595; 55.752542,37.654723; 55.752549,37.654432; 55.752535,37.652922; 55.75254,37.652884; 55.752548,37.652863; 55.752567,37.652837; 55.752615,37.6528; 55.753471,37.65221";2306336509;;
390;Петроверигский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.757763,37.636755; 55.756936,37.637012; 55.756908,37.637044; 55.756899,37.637104; 55.756726,37.639561";2306336510;;
391;улица Петровка;Центральный административный округ;Тверской район;50;нет;нет;нет;;"55.77019,37.611743; 55.769191,37.612675; 55.769104,37.612749; 55.768564,37.613154; 55.768012,37.613618; 55.76599,37.615659; 55.764755,37.616656; 55.763613,37.617391; 55.762844,37.617717; 55.761991,37.618165; 55.761877,37.618238; 55.761484,37.618536; 55.761209,37.618726; 55.760094,37.619379; 55.758837,37.620048";2306336511;;
392;улица Петровские Линии;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.763982,37.617181; 55.764117,37.619964";2306336512;;
393;Петровский переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.76648,37.615145; 55.764859,37.611246";2306336513;;
394;Петропавловский переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.752638,37.642877; 55.750891,37.644072";2306336514;;
395;Печатников переулок;Центральный административный округ;[Красносельский район, Мещанский район];30;нет;нет;нет;;"55.767491,37.623881; 55.767379,37.625211; 55.767359,37.625557; 55.767362,37.625951; 55.767568,37.630173; 55.767571,37.630417; 55.767569,37.630517; 55.767551,37.631685";2306336515;;
396;площадь Васильевский Спуск;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.749787,37.624058; 55.74981,37.623992; 55.749844,37.623928; 55.74988,37.62389; 55.749926,37.623857; 55.751142,37.623445; 55.751244,37.623429; 55.751303,37.623431; 55.751379,37.623454; 55.751423,37.62348; 55.751463,37.623527; 55.751491,37.623578; 55.751514,37.623642; 55.751529,37.623718; 55.751532,37.623794; 55.751529,37.623873; 55.751513,37.623946";2306336516;;
397;площадь Воровского;Центральный административный округ;Мещанский район;30;нет;нет;нет;;"55.761946,37.62795; 55.761978,37.627944; 55.762011,37.627933; 55.76205,37.627908; 55.762078,37.627869; 55.762095,37.627821; 55.762196,37.627354; 55.762204,37.627303; 55.762209,37.627255; 55.762205,37.627213; 55.762198,37.627178; 55.762185,37.627154; 55.762171,37.627137; 55.762153,37.627123; 55.76174,37.626843";2306336517;;
398;Поварская улица;Центральный административный округ;[район Арбат, Пресненский район];30;нет;нет;нет;;"55.752995,37.598458; 55.753103,37.598441; 55.753137,37.598416; 55.753162,37.598377; 55.753721,37.596865; 55.753797,37.596634; 55.755005,37.592577; 55.755032,37.592491; 55.755079,37.59235; 55.755216,37.591945; 55.755417,37.591427; 55.756917,37.588027; 55.758217,37.584616";2306336518;;
399;Погорельский переулок;Центральный административный округ;район Якиманка;30;нет;нет;нет;;"55.73233,37.620037; 55.732781,37.622978; 55.732795,37.624274";2306336519;;
400;Подколокольный переулок;Центральный административный округ;[Басманный район, Таганский район];50;нет;нет;нет;;"55.752981,37.646723; 55.752645,37.643087; 55.752641,37.642878; 55.752667,37.642661; 55.752906,37.64118; 55.753024,37.639886; 55.753137,37.639243; 55.75319,37.639031";2306336520;;
401;Подкопаевский переулок;Центральный административный округ;[Басманный район, Таганский район];30;нет;нет;нет;;"55.755532,37.642782; 55.75516,37.642903; 55.754041,37.642205; 55.752906,37.641177";2306336521;;
402;Подсосенский переулок;Центральный административный округ;[Басманный район, Таганский район];30;нет;нет;нет;;"55.759446,37.650125; 55.758532,37.650525; 55.7584,37.650594; 55.758383,37.650602; 55.758264,37.650685; 55.757736,37.651157; 55.757649,37.651271; 55.756596,37.652949; 55.756339,37.653269; 55.756242,37.653362; 55.756132,37.653448; 55.754361,37.654349";2306336522;;
403;улица Покровка;Центральный административный округ;Басманный район;50;нет;нет;нет;;"55.758209,37.638655; 55.758499,37.639917; 55.759059,37.643209; 55.75937,37.645965; 55.759405,37.646266; 55.759531,37.647064; 55.75974,37.648084; 55.759795,37.648269; 55.759929,37.648622; 55.760333,37.649462; 55.7604,37.649575; 55.762253,37.65237; 55.763052,37.653923; 55.763645,37.655203; 55.763781,37.655532; 55.763914,37.655893; 55.764017,37.656192";2306336523;;
405;Потаповский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.758816,37.641691; 55.760318,37.641601; 55.760377,37.641582; 55.760612,37.641472; 55.761239,37.641008; 55.761328,37.640918; 55.761419,37.640775; 55.761661,37.6403; 55.761711,37.640188; 55.762251,37.638661";2306336525;;
406;улица Пречистенка;Центральный административный округ;район Хамовники;50;нет;нет;нет;;"55.738596,37.586131; 55.740051,37.589631; 55.740954,37.59223; 55.742292,37.595206; 55.743344,37.597695; 55.744171,37.600022; 55.744215,37.600165; 55.744635,37.601673";2306336526;;
407;Просвирин переулок;Центральный административный округ;Красносельский район;30;нет;нет;нет;;"55.768362,37.635903; 55.768718,37.633957; 55.768753,37.633714; 55.768781,37.633459; 55.768899,37.632082";2306336527;;
408;проспект Академика Сахарова;Центральный административный округ;Красносельский район;50;нет;нет;нет;;"55.772373,37.646584; 55.77059,37.64414; 55.770218,37.643638; 55.769805,37.643072; 55.76947,37.642555; 55.766538,37.63749; 55.76607,37.636636";2306336528;;
409;Пушечная улица;Центральный административный округ;[Мещанский район, Тверской район];30;нет;нет;нет;;"55.76047,37.626335; 55.76091,37.620553";2306336529;;
410;Пыжёвский переулок;Центральный административный округ;район Якиманка;30;нет;нет;нет;;"55.739308,37.624512; 55.739344,37.62296; 55.739339,37.622801; 55.739324,37.622637; 55.738924,37.61951";2306336530;;
411;Пятницкая улица;Центральный административный округ;район Замоскворечье;50;нет;нет;нет;;"55.730011,37.62555; 55.730132,37.625561; 55.730234,37.625581; 55.731759,37.626349; 55.732627,37.627203; 55.732661,37.627229; 55.733072,37.627439; 55.733365,37.627552; 55.734306,37.627706; 55.735376,37.627745; 55.738391,37.628253; 55.738697,37.628328; 55.741378,37.628585; 55.741458,37.628587; 55.743186,37.628345; 55.743262,37.628323; 55.743662,37.62814; 55.744822,37.627402; 55.746037,37.626362";2306336531;;
412;Рахмановский переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.764855,37.619483; 55.76487,37.617873; 55.764759,37.616673";2306336532;;
413;улица Рождественка;Центральный административный округ;[Мещанский район, Тверской район];30;нет;нет;нет;;"55.766564,37.623769; 55.766077,37.623667; 55.762134,37.623538; 55.759402,37.623754";2306336533;;
414;Рождественский бульвар;Центральный административный округ;[Красносельский район, Мещанский район];50;нет;нет;нет;;"55.766896,37.621895; 55.766601,37.623516; 55.76656,37.623898; 55.766369,37.626798; 55.766417,37.63119; 55.766414,37.631253; 55.7664,37.631339; 55.766376,37.631452#55.766918,37.631591; 55.766902,37.631526; 55.766852,37.631387; 55.766832,37.631299; 55.766652,37.62935; 55.766601,37.62746; 55.766611,37.627013; 55.766643,37.626556; 55.767002,37.623643";2306336534;;
415;Романов переулок;Центральный административный округ;район Арбат;30;нет;нет;нет;;"55.755386,37.609603; 55.754523,37.608593; 55.754442,37.608524; 55.752675,37.607491";2306336535;;
416;Руновский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.742344,37.631262; 55.742467,37.633112; 55.74248,37.633223; 55.742558,37.633691; 55.742575,37.633767; 55.743163,37.636267";2306336536;;
417;Садовническая улица;Центральный административный округ;[район Замоскворечье, район Якиманка];30;нет;нет;нет;;"55.747835,37.625652; 55.747861,37.626059; 55.747876,37.626526; 55.747874,37.6267; 55.74786,37.626935; 55.747831,37.627212; 55.74779,37.627506; 55.74768,37.62812; 55.746316,37.634051; 55.746278,37.634178; 55.74625,37.634256; 55.745721,37.63558; 55.745544,37.636015; 55.74538,37.636329; 55.745213,37.63662; 55.744896,37.637129; 55.744472,37.637673; 55.743466,37.638762; 55.742908,37.639223; 55.739893,37.640947; 55.735121,37.642923; 55.734701,37.643024";2306336537;;
418;Садовническая набережная;Центральный административный округ;район Замоскворечье;50;нет;нет;нет;;"55.733741,37.642143; 55.737016,37.640056; 55.738411,37.639467; 55.738474,37.639445; 55.740148,37.63921; 55.740202,37.639195; 55.742082,37.638121; 55.744627,37.635758; 55.745297,37.634756; 55.745378,37.634579; 55.745452,37.634381; 55.745508,37.634196; 55.745874,37.632379; 55.746373,37.628443; 55.746465,37.627308; 55.746535,37.626101";2306336538;;
419;Садовнический переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.737028,37.640064; 55.737663,37.641854";2306336539;;
420;Садовнический проезд;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.745432,37.636151; 55.744583,37.634774; 55.743842,37.633564; 55.743277,37.632394; 55.74326,37.63235; 55.743244,37.632277; 55.743134,37.631568; 55.743121,37.631503; 55.743104,37.631446; 55.742964,37.631149; 55.742322,37.629795; 55.742281,37.629746; 55.742237,37.62972; 55.741369,37.629661; 55.741293,37.629668; 55.740797,37.62971";2306336540;;
421;Сандуновский переулок;Центральный административный округ;Мещанский район;30;нет;нет;нет;;"55.763766,37.623555; 55.763772,37.620025";2306336541;;
422;Серебряническая набережная;Центральный административный округ;Таганский район;50;нет;нет;нет;;"55.750337,37.655744; 55.750108,37.654604; 55.750031,37.654007; 55.749587,37.648768; 55.749525,37.648179; 55.749448,37.647634; 55.749062,37.645487; 55.749044,37.645092";2306336542;;
423;Серебрянический переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.749584,37.648663; 55.750372,37.648468; 55.750344,37.647377; 55.750252,37.646269; 55.75022,37.646027; 55.750166,37.645834; 55.749735,37.644521";2306336543;;
424;переулок Сивцев Вражек;Центральный административный округ;[район Арбат, район Хамовники];30;нет;нет;нет;;"55.747116,37.599381; 55.747679,37.596165; 55.747699,37.595969; 55.7477,37.595823; 55.746866,37.587801; 55.746347,37.585897";2306336544;;
425;Скарятинский переулок;Центральный административный округ;Пресненский район;30;нет;нет;нет;;"55.758736,37.589792; 55.757694,37.589508; 55.757633,37.589463; 55.756803,37.588309";2306336545;;
426;Скатертный переулок;Центральный административный округ;[район Арбат, Пресненский район];30;нет;нет;нет;;"55.755312,37.598505; 55.755573,37.596456; 55.755596,37.596339; 55.757066,37.590218; 55.757072,37.59012; 55.757067,37.590049; 55.757048,37.589996; 55.75702,37.589946; 55.756378,37.589271";2306336546;;
427;улица Солянка;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.750528,37.642459; 55.750686,37.642231; 55.752901,37.639375; 55.753062,37.63915; 55.753151,37.639004; 55.753175,37.638954; 55.753213,37.638839; 55.753429,37.638136; 55.753531,37.637853; 55.753579,37.637744; 55.753595,37.637718; 55.754182,37.636948";2306336547;;
428;Средний Каретный переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.770196,37.611753; 55.770549,37.612917; 55.770585,37.613109; 55.770608,37.613317; 55.770758,37.615155; 55.770773,37.616354";2306336548;;
429;Средний Овчинниковский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.744697,37.632167; 55.744821,37.63125; 55.745032,37.630018; 55.745049,37.629961; 55.745072,37.629929; 55.745085,37.629921; 55.745639,37.629635; 55.745747,37.629654";2306336549;;
430;улица Сретенка;Центральный административный округ;Красносельский район;50;нет;нет;нет;;"55.766406,37.631398; 55.766488,37.631422; 55.766771,37.63149; 55.766926,37.631534; 55.767032,37.63156; 55.767091,37.631579; 55.770002,37.632362; 55.770749,37.632484; 55.771789,37.632437; 55.772145,37.632542; 55.772271,37.632558; 55.772442,37.632565; 55.772544,37.632554; 55.772612,37.632535; 55.772688,37.632504";2306336550;;
431;Сретенский переулок;Центральный административный округ;Красносельский район;30;нет;нет;нет;;"55.765011,37.63028; 55.764858,37.630937; 55.764837,37.631049; 55.764822,37.631173; 55.764742,37.632244";2306336551;;
432;Сретенский тупик;Центральный административный округ;Красносельский район;30;нет;нет;нет;;"55.770832,37.636722; 55.770952,37.636002; 55.771146,37.63477; 55.771219,37.634013; 55.771293,37.632476";2306336552;;
433;Староваганьковский переулок;Центральный административный округ;район Арбат;30;нет;нет;нет;;"55.749749,37.606776; 55.749915,37.606921; 55.750699,37.607431; 55.750798,37.607481; 55.752295,37.607994; 55.752621,37.608059";2306336553;;
434;Староконюшенный переулок;Центральный административный округ;[район Арбат, район Хамовники];30;нет;нет;нет;;"55.750316,37.5943; 55.750244,37.59436; 55.750193,37.594392; 55.749587,37.594671; 55.746506,37.595367; 55.746391,37.59538; 55.746277,37.595386; 55.743411,37.595265";2306336554;;
435;Старомонетный переулок;Центральный административный округ;район Якиманка;30;нет;нет;нет;;"55.736437,37.619362; 55.736572,37.620084; 55.736591,37.620136; 55.736617,37.620167; 55.73665,37.620176; 55.736686,37.620178; 55.737546,37.620022; 55.73831,37.619818; 55.738572,37.619721; 55.738674,37.619662; 55.739644,37.619022; 55.740822,37.61837; 55.741823,37.617593; 55.742871,37.616683";2306336555;;
436;Старопименовский переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.770371,37.605354; 55.769748,37.602713; 55.769724,37.602655; 55.769601,37.602482; 55.769567,37.602422; 55.76814,37.59942";2306336556;;
437;Старосадский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.755236,37.639937; 55.755304,37.639792; 55.755354,37.639705; 55.755412,37.639665; 55.75547,37.639638; 55.756056,37.639534; 55.75629,37.639531; 55.757219,37.639619; 55.757282,37.639619; 55.75734,37.639583; 55.758195,37.638652";2306336557;;
438;Старый Толмачёвский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.740196,37.632976; 55.739275,37.630081#55.739139,37.630089; 55.738957,37.628369";2306336558;;
439;Столовый переулок;Центральный административный округ;Пресненский район;30;нет;нет;нет;;"55.756736,37.591626; 55.75696,37.591797; 55.757008,37.591904; 55.757023,37.592034; 55.756815,37.59415; 55.755988,37.596851";2306336559;;
440;Сытинский переулок;Центральный административный округ;[Пресненский район, Тверской район];30;нет;нет;нет;;"55.764858,37.600578; 55.764851,37.600646; 55.764834,37.600709; 55.763512,37.603482";2306336560;;
441;Татарская улица;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.732355,37.639706; 55.732503,37.639381; 55.732555,37.639306; 55.732658,37.639214; 55.733371,37.638823; 55.736141,37.636967";2306336561;;
442;Тверская улица;Центральный административный округ;Тверской район;50;нет;нет;нет;;"55.75691,37.615183; 55.757739,37.613514; 55.757982,37.613133; 55.75821,37.612833; 55.758437,37.612566; 55.761387,37.609764; 55.761827,37.609285; 55.764381,37.606032; 55.764636,37.605615; 55.764821,37.6053; 55.769506,37.596757";2306336562;;
443;Тверской бульвар;Центральный административный округ;[Пресненский район, Тверской район];50;нет;нет;нет;;"55.757572,37.598759; 55.757676,37.598836; 55.764555,37.605577#55.76477,37.605201; 55.764705,37.60502; 55.764659,37.604905; 55.764604,37.604803; 55.762709,37.602633; 55.75813,37.598257; 55.757842,37.598042; 55.757747,37.597999";2306336563;;
444;Тессинский переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.75038,37.648486; 55.75048,37.648702; 55.750668,37.650124; 55.74973,37.650358";2306336564;;
445;Тетеринский переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.74553,37.65499; 55.745475,37.652949; 55.745477,37.652864; 55.745865,37.648426";2306336565;;
446;Трёхпрудный переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.764301,37.598985; 55.766316,37.595992";2306336566;;
447;Трубная улица;Центральный административный округ;Мещанский район;30;нет;нет;нет;;"55.773514,37.624648; 55.770486,37.625455; 55.769553,37.625234; 55.769457,37.625197; 55.769365,37.625132; 55.768665,37.624509; 55.768531,37.624416; 55.767012,37.623625";2306336567;;
448;Трубниковский переулок;Центральный административный округ;[район Арбат, Пресненский район];30;нет;нет;нет;;"55.756912,37.588021; 55.756299,37.587464; 55.756194,37.587396; 55.754486,37.58678; 55.754357,37.586743; 55.753011,37.586633; 55.75268,37.58664#55.751537,37.586896; 55.750508,37.587414";2306336568;;
449;Уланский переулок;Центральный административный округ;Красносельский район;30;нет;нет;нет;;"55.766771,37.637743; 55.766889,37.637255; 55.766919,37.637224; 55.766952,37.637223; 55.767875,37.637692; 55.767975,37.637753; 55.768086,37.637871; 55.768427,37.638308; 55.770606,37.642445";2306336569;;
450;Успенский переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.768996,37.605843; 55.769399,37.609599; 55.769444,37.609923; 55.769495,37.610177; 55.769555,37.610387; 55.769633,37.610583; 55.7701,37.611499; 55.77015,37.61161; 55.77019,37.611727";2306336570;;
451;Фалеевский переулок;Центральный административный округ;район Якиманка;30;нет;нет;нет;;"55.748109,37.619351; 55.746963,37.619912";2306336571;;
452;Фролов переулок;Центральный административный округ;Красносельский район;30;нет;нет;нет;;"55.765978,37.635572; 55.764989,37.63516";2306336572;;
453;Фуркасовский переулок;Центральный административный округ;[Красносельский район, Мещанский район];30;нет;нет;нет;;"55.761811,37.627899; 55.761091,37.629587; 55.760832,37.63015; 55.76016,37.630875";2306336573;;
454;Фурманный переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.765649,37.653897; 55.764915,37.651093; 55.764854,37.650904; 55.764388,37.649642; 55.764342,37.649527; 55.763317,37.647313";2306336574;;
455;Хилков переулок;Центральный административный округ;район Хамовники;30;нет;нет;нет;;"55.736562,37.60133; 55.736696,37.60113; 55.738274,37.598056; 55.738385,37.597824; 55.738485,37.597597; 55.739093,37.596025";2306336575;;
456;проезд без названия;Центральный административный округ;[Басманный район, Таганский район];30;нет;нет;нет;;"55.75334,37.644278; 55.75333,37.64315; 55.753324,37.643082; 55.753314,37.643025; 55.753293,37.642985; 55.753262,37.64296; 55.752675,37.642662";2306336576;;
457;Хитровский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.752777,37.644409; 55.753342,37.64428; 55.754488,37.645314";2306336577;;
458;Хохловский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.754993,37.64067; 55.755803,37.643873; 55.755829,37.643935; 55.755865,37.643965; 55.75591,37.643957; 55.756434,37.643744; 55.756766,37.643705; 55.756812,37.643715; 55.756854,37.643764; 55.756871,37.643842; 55.757019,37.644792; 55.757055,37.64492; 55.757103,37.645021; 55.757889,37.646306";2306336578;;
459;Цветной бульвар;Центральный административный округ;[Мещанский район, Тверской район];50;нет;нет;нет;;"55.773662,37.620741; 55.773447,37.62099; 55.773408,37.621024; 55.773288,37.621063; 55.767404,37.621121#55.767234,37.62216; 55.767799,37.622626; 55.767874,37.622666; 55.767947,37.622689; 55.768137,37.622706#55.767087,37.623123; 55.767117,37.623059; 55.767161,37.623011; 55.76724,37.622964; 55.767905,37.622831; 55.768027,37.622784; 55.76814,37.622725; 55.768165,37.622713; 55.773361,37.621638; 55.773588,37.621573";2306336579;;
460;улица Чаплыгина;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.764714,37.645124; 55.7644,37.645515; 55.762437,37.648736; 55.761956,37.649392; 55.761195,37.650474; 55.761149,37.650551; 55.76112,37.650613";2306336580;;
461;Черниговский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.743956,37.624934; 55.744021,37.625935; 55.74403,37.625953; 55.744049,37.625963; 55.744494,37.625884; 55.744515,37.625885; 55.744544,37.625899; 55.744563,37.625915; 55.744587,37.625947; 55.744602,37.625986; 55.744821,37.627384";2306336581;;
